spi,method,signature,status,adapter,caller_evidence,deletion_gate
IStudyEventDefinitionDAO,findAllWithStudyEvent,ArrayList findAllWithStudyEvent(StudyBean currentStudy),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:38:    ArrayList findAllWithStudyEvent(StudyBean currentStudy);; app/src/main/java/org/researchedc/module/subject/internal/adapter/StudySubjectDaoAdapter.java:135:    public ArrayList findAllWithStudyEvent(StudyBean currentStudy) {; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:147:    public ArrayList findAllWithStudyEvent(StudyBean currentStudy) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,findAllByCrf,ArrayList<StudyEventDefinitionBean> findAllByCrf(CRFBean crf),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,shared/src/main/java/org/researchedc/validator/rule/action/InsertActionValidator.java:93:            List<StudyEventDefinitionBean> destinationPropertyStudyEventDefinitions = getStudyEventDefinitionDAO().findAllByCrf(destinationPropertyOidCrf);; shared/src/main/java/org/researchedc/validator/rule/action/InsertActionValidator.java:94:            List<StudyEventDefinitionBean> targetStudyEventDefinitions = getStudyEventDefinitionDAO().findAllByCrf(targetCrf);; shared/src/main/java/org/researchedc/validator/rule/action/RandomizeActionValidator.java:102:            List<StudyEventDefinitionBean> destinationPropertyStudyEventDefinitions = getStudyEventDefinitionDAO().findAllByCrf(destinationPropertyOidCrf);; shared/src/main/java/org/researchedc/validator/rule/action/RandomizeActionValidator.java:103:            List<StudyEventDefinitionBean> targetStudyEventDefinitions = getStudyEventDefinitionDAO().findAllByCrf(targetCrf);; shared/src/main/java/org/researchedc/service/rule/RuleSetService.java:768:                List<StudyEventDefinitionBean> studyEventDefinitions = getStudyEventDefinitionDao().findAllByCrf(crf);; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:152:    public ArrayList<StudyEventDefinitionBean> findAllByCrf(CRFBean crf) {,adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IStudyEventDefinitionDAO,findByName,EntityBean findByName(String name),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"app/src/main/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapter.java:286:    public EntityBean findByName(String name) {; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:17:    EntityBean findByName(String name);; shared/src/main/java/org/researchedc/dao/spi/IStudyDAO.java:39:    EntityBean findByName(String name);; shared/src/main/java/org/researchedc/dao/spi/IItemGroupDAO.java:35:    public EntityBean findByName(String name);; shared/src/main/java/org/researchedc/dao/spi/IItemDAO.java:63:    public EntityBean findByName(String name);; app/src/test/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapterTest.java:74:        when(itemGroupRepository.findByName(""Vitals"")); app/src/test/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapterTest.java:77:        ItemGroupBean bean = (ItemGroupBean) adapter.findByName(""Vitals"");; app/src/test/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapterTest.java:147:        when(studyEventDefinitionRepository.findByName(""Visit""))",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IStudyEventDefinitionDAO,findByEventDefinitionCRFId,StudyEventDefinitionBean findByEventDefinitionCRFId(int eventDefinitionCRFId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,app/src/main/java/org/researchedc/module/event/repository/StudyEventDefinitionRepository.java:32:    Optional<StudyEventDefinitionEntity> findByEventDefinitionCRFId(Integer eventDefinitionCRFId);; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:166:    public StudyEventDefinitionBean findByEventDefinitionCRFId(int eventDefinitionCRFId) {; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:167:        return repository.findByEventDefinitionCRFId(eventDefinitionCRFId),adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IStudyEventDefinitionDAO,findAllByStudyAndLimit,Collection findAllByStudyAndLimit(int studyId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:173:    public Collection findAllByStudyAndLimit(int studyId) {,adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IStudyEventDefinitionDAO,findAllActiveByParentStudyId,ArrayList<StudyEventDefinitionBean> findAllActiveByParentStudyId(int parentStudyId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,shared/src/main/java/org/researchedc/logic/odmExport/OdmStudyBase.java:54:        this.sedBeansInStudy = getStudyEventDefinitionDao(ds).findAllActiveByParentStudyId(parentStudyId);; shared/src/main/java/org/researchedc/logic/odmExport/OdmStudyBase.java:64:            this.sedBeansInStudy = getStudyEventDefinitionDao(ds).findAllActiveByParentStudyId(parentStudyId);; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:178:    public ArrayList<StudyEventDefinitionBean> findAllActiveByParentStudyId(int parentStudyId) {,adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IStudyEventDefinitionDAO,findByStudySubject,Map<Integer; StudyEventDefinitionBean> findByStudySubject(int studySubjectId),unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"shared/src/main/java/org/researchedc/dao/spi/StudyGroupDao.java:25:    HashMap findByStudySubject(StudySubjectBean studySubject);; app/src/test/java/org/researchedc/module/subjectgroup/internal/adapter/StudyGroupDaoAdapterTest.java:100:        when(repository.findByStudySubject(15)).thenReturn(List.of(group(4, ""Alpha"", """", 20)));; app/src/test/java/org/researchedc/module/subjectgroup/internal/adapter/StudyGroupDaoAdapterTest.java:102:        HashMap result = adapter.findByStudySubject(studySubject);; app/src/main/java/org/researchedc/module/subjectgroup/repository/StudyGroupRepository.java:58:    List<StudyGroupEntity> findByStudySubject(Integer studySubjectId);; app/src/main/java/org/researchedc/module/subjectgroup/internal/adapter/StudyGroupDaoAdapter.java:98:    public HashMap findByStudySubject(StudySubjectBean studySubject) {; app/src/main/java/org/researchedc/module/subjectgroup/internal/adapter/StudyGroupDaoAdapter.java:100:        repository.findByStudySubject(studySubject.getId()).stream(); shared/src/main/java/org/researchedc/bean/extract/ExtractBean.java:843:            // studyGroupMap = studygroupDAO.findByStudySubject(currentSubject);; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:183:    public Map<Integer, StudyEventDefinitionBean> findByStudySubject(int studySubjectId) {",adapter currently rejects this method; prove unused or implement module repository path
IStudyEventDefinitionDAO,buildMaxOrdinalByStudyEvent,Map<Integer; Integer> buildMaxOrdinalByStudyEvent(int studySubjectId),unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:188:    public Map<Integer, Integer> buildMaxOrdinalByStudyEvent(int studySubjectId) {",adapter currently rejects this method; prove unused or implement module repository path
IStudyEventDefinitionDAO,findAllActiveByStudy,java.util.ArrayList findAllActiveByStudy(StudyBean study),unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/StudyGroupClassDao.java:19:    ArrayList findAllActiveByStudy(StudyBean study);; shared/src/main/java/org/researchedc/dao/core/AuditableEntityDAO.java:130:    public ArrayList findAllActiveByStudy(StudyBean study) {; app/src/test/java/org/researchedc/module/subjectgroup/internal/adapter/StudyGroupClassDaoAdapterTest.java:74:        ArrayList result = adapter.findAllActiveByStudy(study);; app/src/main/java/org/researchedc/module/subjectgroup/internal/adapter/StudyGroupClassDaoAdapter.java:77:    public ArrayList findAllActiveByStudy(StudyBean study) {; app/src/test/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapterTest.java:139:        ArrayList definitions = adapter.findAllActiveByStudy(site);; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:193:    public ArrayList findAllActiveByStudy(StudyBean study) {,adapter currently rejects this method; prove unused or implement module repository path
IStudyEventDefinitionDAO,findByStudyEventDefinitionId,default StudyEventDefinition findByStudyEventDefinitionId(int studyEventDefinitionId) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/EventDefinitionCRFDao.java:61:    default List<EventDefinitionCrf> findByStudyEventDefinitionId(int studyEventDefinitionId) { throw new UnsupportedOperationException(); }; app/src/main/java/org/researchedc/module/rule/repository/RuleSetRepository.java:26:    List<RuleSetEntity> findByStudyEventDefinitionId(Integer studyEventDefinitionId);; app/src/main/java/org/researchedc/module/rule/internal/adapter/RuleSetDaoAdapter.java:136:        List<RuleSetEntity> results = repository.findByStudyEventDefinitionId(studyEventDefinition.getId());; app/src/test/java/org/researchedc/module/event/internal/adapter/EventDefinitionCrfDaoAdapterTest.java:105:        when(eventDefinitionCrfRepository.findByStudyEventDefinitionId(3)); app/src/test/java/org/researchedc/module/event/internal/adapter/EventDefinitionCrfDaoAdapterTest.java:113:        verify(eventDefinitionCrfRepository).findByStudyEventDefinitionId(3);; app/src/main/java/org/researchedc/module/event/repository/EventDefinitionCrfRepository.java:13:    List<EventDefinitionCrfEntity> findByStudyEventDefinitionId(Integer studyEventDefinitionId);; app/src/main/java/org/researchedc/module/event/repository/StudyEventRepository.java:15:    List<StudyEventEntity> findByStudyEventDefinitionId(Integer studyEventDefinitionId);; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:148:        return toBeans(studyEventRepository.findByStudyEventDefinitionId(definitionId));,adapter currently rejects this method; prove unused or implement module repository path
IStudyEventDefinitionDAO,findByColumnName,default StudyEventDefinition findByColumnName(Object value; String columnName) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"shared/src/main/java/org/researchedc/dao/spi/IStudyDAO.java:44:    default Study findByColumnName(Object value, String columnName) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IUserAccountDAO.java:55:    default UserAccount findByColumnName(Object value, String columnName) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:77:    default StudySubject findByColumnName(Object value, String columnName) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/hibernate/AbstractDomainDao.java:76:    public T findByColumnName(Object id, String key) {; shared/src/main/java/org/researchedc/service/crfdata/BeanPropertyService.java:155:            	StudyEventDefinition sed = getStudyEventDefinitionDao().findByColumnName(eventOID, ""oc_oid"");; shared/src/main/java/org/researchedc/service/crfdata/BeanPropertyService.java:204:        return getStudyEventDefinitionDao().findByColumnName(eventOID, ""oc_oid"");",SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IStudyEventDefinitionDAO,findById,default StudyEventDefinition findById(Integer id) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:82:        when(studyRepository.findById(1)).thenReturn(Optional.of(s));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:98:        when(studyRepository.findById(1)).thenReturn(Optional.of(s));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:111:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:152:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:168:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:177:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:186:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:196:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
